NumberOfPixels,BoundingBoxTopLeftX,BoundingBoxTopLeftY,BoundingBoxBottomRightX,BoundingBoxBottomRightY,PhysicalSize,NumberOfPixelsOnBorder,FeretDiameter,PrincipalMoments0,PrincipalMoments1,Elongation,Perimeter,Roundness,EquivalentSphericalRadius,EquivalentSphericalPerimeter,EquivalentEllipsoidDiameter0,EquivalentEllipsoidDiameter1,Flatness,MeanR,MeanG,MeanB,StdR,StdG,StdB,Polygon
964,356,135,420,187,964,0,0,37.0019,365.874,3.14451,197.394,0.557584,17.5172,110.064,19.7568,62.1256,3.14451,93.4295,44.1027,103.297,36.9466,20.1549,25.0281,[420:136:416:136:407:144:395:143:392:147:393:154:377:166:363:168:357:175:360:183:370:187:379:184:390:185:387:173:397:163:394:157:403:155]
901,432,135,467,187,901,0,0,36.9601,203.82,2.34832,154.529,0.688585,16.9351,106.406,22.1024,51.9034,2.34832,74.2397,31.798,85.97,32.6695,14.6128,18.758,[450:136:433:144:444:155:435:165:444:173:450:186:456:187:462:183:467:171:452:157:450:143:456:137]
379,207,143,229,169,379,0,0,21.0163,44.6741,1.45797,73.2422,0.942244,10.9836,69.012,18.1928,26.5246,1.45797,56.3061,28.314,81.8628,25.7803,10.9419,15.4866,[223:144:217:144:209:155:208:162:213:168:219:169:229:156]
123,324,146,349,162,123,0,0,2.12674,56.986,5.17638,61.0801,0.643662,6.25717,39.3149,5.5004,28.4722,5.17638,103.715,52.1301,116.488,24.2975,26.0159,31.4682,[348:147:342:148:325:161:335:160:348:150]
286,487,155,500,182,286,26,0,11.3859,49.3742,2.08241,66.959,0.895322,9.54131,59.9498,13.2238,27.5373,2.08241,60.1259,25.493,79.7448,24.4839,12.1752,20.2578,[495:156:488:164:488:171:495:182:500:182:500:157]
16,397,156,402,160,16,0,0,0.987438,1.62194,1.28163,14.2883,0.992397,2.25676,14.1796,3.98689,5.10971,1.28163,144,64.125,137.312,8.5,3.586,3.81967,[399:157:401:160:402:157]
569,411,166,442,191,569,0,0,34.9314,61.5218,1.32711,94.3295,0.896424,13.458,84.5592,23.3646,31.0073,1.32711,76.2004,33.0844,92.6837,24.9944,13.1019,17.9115,[433:167:417:168:412:173:416:185:422:191:437:191:442:187:438:180:439:173]
322,211,183,233,205,322,0,0,13.765,48.0862,1.86905,68.4345,0.929518,10.124,63.6111,14.8106,27.6818,1.86905,77.1894,37.5093,98.5217,18.7406,9.21457,12.2551,[214:184:212:191:215:197:226:205:231:205:233:198:230:191:220:184]
254,356,185,385,208,254,0,0,13.6315,70.7022,2.27743,92.8935,0.608186,8.9917,56.4965,11.9165,27.139,2.27743,110,46.6339,108.323,33.3261,14.4616,20.9389,[360:186:363:195:357:201:374:207:385:206:383:201:376:202:368:195:369:189]
294,292,193,310,217,294,0,0,14.3966,38.7062,1.63969,64.6423,0.94029,9.67384,60.7825,15.1094,24.7747,1.63969,62.2109,29.1871,82.3197,27.0539,14.6083,22.5177,[308:194:300:196:293:204:293:212:298:217:309:208]
467,346,200,379,225,467,0,0,34.2214,81.2207,1.54058,138.114,0.554657,12.1922,76.6061,19.6459,30.266,1.54058,76.06,36.4625,92.0535,38.3615,19.8199,26.9259,[348:204:349:225:370:220:358:214:360:208:376:218:379:217:376:208:374:210:354:201]
192,391,211,413,225,192,0,0,8.01356,37.9506,2.17619,59.3745,0.827286,7.81764,49.1197,10.5988,23.065,2.17619,85.2969,39.6667,102.547,22.1825,12.8563,15.389,[413:214:395:213:392:222:398:225:402:219:412:218]
1230,263,215,301,270,1230,0,0,81.6636,142.03,1.31879,159.202,0.780925,19.7869,124.325,34.4604,45.4459,1.31879,67.1837,31.8691,87.6276,30.4953,16.2288,21.4101,[283:216:264:243:264:256:271:270:278:263:281:253:288:262:301:254:294:228]
696,214,219,247,264,696,0,0,24.0567,187.489,2.79171,124.572,0.750738,14.8843,93.5211,17.8166,49.7387,2.79171,67.5546,30.6552,87.3822,21.8466,11.0896,13.8,[218:220:215:225:216:233:234:246:236:263:245:262:247:256:242:250:241:234:237:226:228:220]
469,467,219,500,243,469,9,0,23.4913,77.9662,1.8218,99.4625,0.771848,12.2183,76.77,18.1047,32.9831,1.8218,105.667,54.6887,116.036,32.9863,19.1899,21.3199,[468:221:470:234:476:239:476:243:492:236:500:242:500:234:491:226:475:220]
276,352,222,373,243,276,0,0,20.9344,27.2554,1.14103,76.249,0.77237,9.37302,58.8924,17.5494,20.0243,1.14103,63.5072,33.6232,87.4384,34.224,21.7356,28.9985,[354:227:360:229:360:240:368:243:372:241:371:223]
374,408,231,426,258,374,0,0,19.6995,46.7438,1.5404,71.9967,0.9522,10.9109,68.5553,17.5822,27.0837,1.5404,62.3316,26.9439,82.0615,22.7988,11.0344,18.4596,[413:232:409:238:410:254:417:258:425:249:426:238:420:233]
361,367,234,402,257,361,0,0,18.8147,88.6254,2.17035,102.239,0.65878,10.7196,67.3532,14.5527,31.5845,2.17035,66.2493,35.1551,90.4155,39.6489,21.9058,30.6671,[402:238:393:235:386:243:384:254:371:252:370:249:368:253:376:257:394:256:402:243]
698,316,254,354,288,698,0,0,44.8374,81.8386,1.35101,117.448,0.797422,14.9057,93.6554,25.648,34.6507,1.35101,73.7163,34.8066,93.5874,31.4656,14.8511,20.4529,[331:255:329:261:322:261:317:267:337:288:348:283:354:266:349:262:339:264]
3,300,256,301,259,3,0,0,0,0.666667,0,6.47375,0.948439,0.977205,6.13996,0,0,0,135.667,111.667,168,12.3918,9.46338,5.35413,[301:257]
122,287,259,300,277,122,0,0,6.19058,19.8116,1.78893,51.4647,0.760808,6.23168,39.1548,9.31833,16.6699,1.78893,53.1557,26.4344,80.123,23.8987,17.7921,20.6424,[300:260:288:265:290:277:296:273]
621,188,261,208,320,621,0,0,15.53,240.65,3.93647,140.066,0.630691,14.0595,88.3386,14.1725,55.7897,3.93647,72.5411,32.2882,88.9308,25.1588,12.3742,14.8949,[194:262:192:273:197:296:189:302:192:310:200:320:203:320:208:300:199:264]
82,270,265,279,280,82,0,0,3.42768,14.1428,2.03127,38.8425,0.826427,5.10895,32.1005,7.16932,14.5628,2.03127,71.939,27.6829,86.2317,19.8269,9.3442,14.3597,[279:266:271:273:273:280:278:276]
